appid,name,developer,publisher,genres,tags,genre_count,tag_count,price,initial_price,discount,is_free,positive,negative,total_reviews,review_score_pct,target,owners,owners_min,owners_max,owners_midpoint,average_forever,median_forever,average_2weeks,ccu
1644960,NBA 2K22,Visual Concepts,2K,"Simulation, Sports",Sports;Basketball;Simulation;Realistic;Multiplayer;e-sports;3D;Singleplayer;Team-Based;Character Customization;Management;Controller;Trading;Deckbuilding;4 Player Local;Co-op;Gambling;Local Co-Op;Local Multiplayer;Online Co-Op,2,20,0.0,0.0,0.0,1,22503,16590,39093,0.5756,0,"500,000 .. 1,000,000",500000,1000000,750000,0,0,0,443
1341290,We Were Here Forever,Total Mayhem Games,Total Mayhem Games,"Adventure, Casual, Indie",Escape Room;Online Co-Op;Puzzle;Co-op;Multiplayer;Co-op Campaign;3D;Fantasy;Mystery;Exploration;Adventure;Psychological Horror;Detective;Story Rich;Atmospheric;Action-Adventure;Dark;Casual;First-Person;Horror,3,20,17.99,17.99,0.0,0,14823,1384,16207,0.9146,1,"500,000 .. 1,000,000",500000,1000000,750000,0,0,0,183
330840,Game of Thrones - A Telltale Games Series,Telltale Games,Telltale Games,Adventure,Story Rich;Episodic;Adventure;Choices Matter;Fantasy;Point & Click;Singleplayer;Atmospheric;Medieval;Choose Your Own Adventure;Interactive Fiction;Based On A Novel;Mature;Nudity;Gore;Female Protagonist;Dragons;War;Third Person;Casual,1,20,0.0,0.0,0.0,1,8030,2559,10589,0.7583,1,"500,000 .. 1,000,000",500000,1000000,750000,0,0,0,1
567630,Blood of Steel,YC Games,YC Games,"Action, Massively Multiplayer, Strategy, Free To Play",Hack and Slash;RPG;Medieval;Free to Play;Strategy;Multiplayer;War;Action;PvP;Sandbox;Massively Multiplayer;Horses;Historical;Tactical;RTS;Swordplay;MOBA;Online Co-Op;Grand Strategy;Adventure,4,20,0.0,0.0,0.0,1,5132,1646,6778,0.7572,1,"500,000 .. 1,000,000",500000,1000000,750000,0,0,0,110
3244220,A Game About Digging A Hole,DoubleBee,"rokaplay select, Drillhounds","Adventure, Indie",Exploration;Voxel;Sandbox;Mining;Horror;Simulation;Crafting;Economy;Procedural Generation;Adventure;Underground;First-Person;Singleplayer;Mystery;Atmospheric;3D;Casual;Loot;Colorful;Physics,2,20,4.99,4.99,0.0,0,12737,1492,14229,0.8951,1,"500,000 .. 1,000,000",500000,1000000,750000,0,0,0,248
1040200,Crime Scene Cleaner,President Studio,"President Studio, PlayWay S.A.","Action, Simulation",Simulation;Crime;Gore;Singleplayer;First-Person;Relaxing;Mature;Atmospheric;Action;Adventure;Funny;Realistic;Exploration;Life Sim;Indie;Stealth;Walking Simulator;Violent;Heist;Hacking,2,20,29.99,29.99,0.0,0,21567,451,22018,0.9795,1,"500,000 .. 1,000,000",500000,1000000,750000,0,0,0,596
263060,Blockstorm,GhostShark,IndieGala,"Action, Indie",Action;FPS;Multiplayer;Shooter;Indie;Building;Sandbox;First-Person;Character Customization;Voxel;Pixel Graphics;Open World;Zombies;Gun Customization;Destruction;Level Editor;Singleplayer;Massively Multiplayer;Free to Play;Casual,2,20,0.0,0.0,0.0,1,5099,1275,6374,0.8,1,"500,000 .. 1,000,000",500000,1000000,750000,0,0,0,0
324810,TOXIKK,Reakktor Studios,Schwiezer System GmbH,"Action, Free To Play, Indie",FPS;Action;Free to Play;Multiplayer;Arena Shooter;Shooter;Indie;First-Person;Fast-Paced;Singleplayer;Competitive;Sci-fi;Classic;Open World;Co-op;PvP;Parkour;Massively Multiplayer;Strategy;Early Access,3,20,0.0,0.0,0.0,1,4485,1326,5811,0.7718,1,"500,000 .. 1,000,000",500000,1000000,750000,0,0,0,67
1584090,Touhou Mystia's Izakaya,"二色幽紫蝶, Re零同人社","二色幽紫蝶, Re零同人社","Casual, Indie, RPG, Simulation",Pixel Graphics;Casual;Simulation;RPG;Time Management;Faith;Anime;Comedy;JRPG;Cooking;2D;Capitalism;Female Protagonist;Story Rich;Drama;Clicker;Cartoon;1990's;Old School;Economy,4,20,5.99,5.99,0.0,0,27672,577,28249,0.9796,1,"500,000 .. 1,000,000",500000,1000000,750000,0,0,0,852
1601580,Frostpunk 2,11 bit studios,11 bit studios,"Simulation, Strategy",Strategy;City Builder;Survival;Resource Management;Post-apocalyptic;Simulation;Singleplayer;Steampunk;Sequel;Management;Atmospheric;Base-Building;Choices Matter;Political Sim;Great Soundtrack;Violent;Politics;Snow;Colony Sim;Psychological Horror,2,20,44.99,44.99,0.0,0,16477,5151,21628,0.7618,1,"500,000 .. 1,000,000",500000,1000000,750000,0,0,0,525
393420,Hurtworld,Bankroll Studios,Bankroll Studios,"Action, Adventure, Simulation",Survival;FPS;Open World;Multiplayer;Open World Survival Craft;Crafting;Building;PvP;Sandbox;Adventure;Action;Early Access;Co-op;First-Person;Shooter;Simulation;Third Person;Singleplayer;Indie;Cartoony,3,20,24.99,24.99,0.0,0,23689,7469,31158,0.7603,1,"500,000 .. 1,000,000",500000,1000000,750000,0,0,0,20
1267910,Melvor Idle,Games by Malcs,Jagex Ltd,"Adventure, Casual, Indie, RPG",Idler;RPG;Casual;Indie;Singleplayer;Adventure;2D;Mining;Automation;Minimalist;Fantasy;Crafting;Cartoon;Magic;Colorful;Point & Click;Combat;Demons;Fishing;Early Access,4,20,9.99,9.99,0.0,0,13146,1392,14538,0.9043,1,"500,000 .. 1,000,000",500000,1000000,750000,0,0,0,4551
48220,Might & Magic: Heroes VI,Blackhole,Ubisoft,"RPG, Strategy",Strategy;Turn-Based Strategy;RPG;Turn-Based;Fantasy;Multiplayer;Singleplayer;Tactical;Base-Building;Local Multiplayer;Magic;Adventure,2,12,9.99,9.99,0.0,0,4234,4656,8890,0.4763,0,"500,000 .. 1,000,000",500000,1000000,750000,0,0,0,111
207170,Legend of Grimrock,Almost Human Games,Almost Human Games,"Adventure, Indie, RPG",Dungeon Crawler;RPG;Grid-Based Movement;Indie;Fantasy;Old School;Adventure;Party-Based RPG;Singleplayer;First-Person;Puzzle;Real-Time;Atmospheric;Moddable;Retro;Difficult;Character Customization;Action;Tactical;Level Editor,3,20,14.99,14.99,0.0,0,5995,406,6401,0.9366,1,"500,000 .. 1,000,000",500000,1000000,750000,0,0,0,8
40300,Risen,"Piranha Bytes, THQ Nordic",THQ Nordic,RPG,RPG;Open World;Gothic;Fantasy;Adventure;Singleplayer;Atmospheric;Third Person;Exploration;Action;Magic;Dark Fantasy;Action RPG;Story Rich;Great Soundtrack;Medieval;Difficult;Classic;Sandbox;Character Customization,1,20,14.99,14.99,0.0,0,8736,1104,9840,0.8878,1,"500,000 .. 1,000,000",500000,1000000,750000,0,0,0,49
2290180,Riders Republic,"Ubisoft Annecy, Ubisoft Belgrade, Ubisoft Kyiv, Ubisoft Pune, Ubisoft Odesa",Ubisoft Entertainment,"Massively Multiplayer, Sports",Racing;Open World;Sports;Massively Multiplayer;Bikes;Multiplayer;PvP;Snowboarding;Third Person;Skiing;Cycling;BMX;First-Person;Online Co-Op;Co-op;Singleplayer;Colorful;Skateboarding,2,18,39.99,39.99,0.0,0,16364,3147,19511,0.8387,1,"500,000 .. 1,000,000",500000,1000000,750000,0,0,0,171
385800,NEKOPARA Vol. 0,NEKO WORKs,Sekai Project,"Casual, Indie",Anime;Nudity;Sexual Content;Visual Novel;Cute;Mature;Hentai;Singleplayer;First-Person;Dating Sim;Casual;2D;Story Rich;Indie;Cats;Romance;Great Soundtrack;Funny;Linear;Female Protagonist,2,20,2.99,2.99,0.0,0,16447,1078,17525,0.9385,1,"500,000 .. 1,000,000",500000,1000000,750000,0,0,0,20
237990,The Banner Saga,Stoic,Stoic Studio,"Indie, RPG, Strategy",RPG;Turn-Based;Strategy;Indie;Tactical;Turn-Based Strategy;Story Rich;Fantasy;Great Soundtrack;Kickstarter;Tactical RPG;Choices Matter;Hand-drawn;Atmospheric;Singleplayer;2D;Strategy RPG;Crowdfunded;Adventure;Vikings,3,20,24.99,24.99,0.0,0,13812,1711,15523,0.8898,1,"500,000 .. 1,000,000",500000,1000000,750000,0,0,0,24
427190,DEAD RISING,Capcom,Capcom,"Action, Adventure",Zombies;Action;Adventure;Singleplayer;Open World;Third Person;Survival;Gore;Sandbox;Funny;Classic;Horror;Survival Horror;Comedy;Great Soundtrack;Difficult;Memes;Multiplayer;Beat 'em up;Nudity,2,20,9.99,9.99,0.0,0,5942,799,6741,0.8815,1,"500,000 .. 1,000,000",500000,1000000,750000,0,0,0,40
1301210,Knockout City,Velan Studios,Velan Studios,"Action, Adventure, Free To Play, Indie, Sports",Multiplayer;Sports;Team-Based;Third Person;PvP;Action-Adventure;Action;Co-op;Physics;Competitive;Adventure;Free to Play;LGBTQ+;Indie;Fighting;Fast-Paced;Singleplayer;Character Customization;Controller;Action Roguelike,5,20,0.0,0.0,0.0,1,7196,1224,8420,0.8546,1,"500,000 .. 1,000,000",500000,1000000,750000,0,0,0,0
294860,Valkyria Chronicles,SEGA,SEGA,"Action, RPG, Strategy",Anime;Strategy;Turn-Based;Story Rich;JRPG;RPG;Tactical;Singleplayer;Great Soundtrack;Strategy RPG;Tactical RPG;War;Tanks;Third Person;Turn-Based Strategy;Action;World War II;Romance;Female Protagonist;Classic,3,20,19.99,19.99,0.0,0,11613,1263,12876,0.9019,1,"500,000 .. 1,000,000",500000,1000000,750000,0,0,0,37
25000,Overgrowth,Wolfire Games,Wolfire Games,"Action, Indie",Action;Parkour;Indie;Martial Arts;Sandbox;Fighting;Fast-Paced;Physics;Gore;Moddable;Combat;Open World;Ninja;Third Person;Multiplayer;Singleplayer;Difficult;Funny;Adventure;Local Co-Op,2,20,19.99,19.99,0.0,0,6876,1687,8563,0.803,1,"500,000 .. 1,000,000",500000,1000000,750000,0,0,0,28
2198150,Tiny Glade,Pounce Light,Pounce Light,"Casual, Indie, Simulation",Building;Design & Illustration;Relaxing;Sandbox;Cozy;Casual;Medieval;Indie;Procedural Generation;Experimental;Cute;Family Friendly;Nature;Top-Down;First-Person;Simulation;Colorful;Singleplayer;Stylized;Atmospheric,3,20,14.99,14.99,0.0,0,19362,483,19845,0.9757,1,"500,000 .. 1,000,000",500000,1000000,750000,0,0,0,291
746850,Cloudpunk,ION LANDS,"ION LANDS, Maple Whispering Limited","Adventure, Indie, RPG",Cyberpunk;Open World;Atmospheric;Sci-fi;Futuristic;Story Rich;Driving;Female Protagonist;Exploration;Singleplayer;Voxel;Walking Simulator;Adventure;Third Person;RPG;Mature;First-Person;Indie;Action;Great Soundtrack,3,20,19.99,19.99,0.0,0,12760,1751,14511,0.8793,1,"500,000 .. 1,000,000",500000,1000000,750000,0,0,0,15
6020,STAR WARS Jedi Knight - Jedi Academy,Raven Software,"LucasArts, Lucasfilm, Disney",Action,Action;Sci-fi;Third Person;Multiplayer;Classic;Singleplayer;Swordplay;Character Customization;Moddable;FPS;Adventure;Shooter;First-Person;RPG;Third-Person Shooter;Great Soundtrack;Hack and Slash;Fighting;Female Protagonist;Story Rich,1,20,9.99,9.99,0.0,0,12746,524,13270,0.9605,1,"500,000 .. 1,000,000",500000,1000000,750000,0,0,0,138
743450,Monster Prom,Beautiful Glitch,"Xelu, Those Awesome Guys","Indie, Simulation",Dating Sim;Comedy;LGBTQ+;Multiplayer;Choices Matter;Visual Novel;Funny;Indie;Simulation;Sexual Content;Local Multiplayer;Fantasy;Story Rich;Demons;Vampire;Online Co-Op;Nudity;Zombies;Great Soundtrack;Life Sim,2,20,2.39,11.99,80.0,0,13052,946,13998,0.9324,1,"500,000 .. 1,000,000",500000,1000000,750000,0,0,0,68
610370,Desperados III,Mimimi Games,THQ Nordic,Strategy,Real Time Tactics;Strategy;Stealth;Western;Tactical;Isometric;Singleplayer;Assassin;Difficult;Third Person;Atmospheric;Action;Historical;Violent;Top-Down;Adventure;Indie;Survival;RTS;Great Soundtrack,1,20,39.99,39.99,0.0,0,14055,485,14540,0.9666,1,"500,000 .. 1,000,000",500000,1000000,750000,0,0,0,116
24740,Burnout Paradise: The Ultimate Box,Criterion Games,Electronic Arts,Racing,Racing;Open World;Automobile Sim;Multiplayer;Destruction;Great Soundtrack;Driving;Singleplayer;Arcade;Exploration;Sandbox;Action;Controller;Co-op;Fast-Paced;Sports;Third Person;Online Co-Op;3D Vision;Funny,1,20,0.0,0.0,0.0,1,11675,1711,13386,0.8722,1,"500,000 .. 1,000,000",500000,1000000,750000,0,0,0,16
16450,F.E.A.R. 2: Project Origin,Monolith,"Warner Bros. Games, Warner Bros. Interactive Entertainment",Action,Horror;FPS;Action;Gore;Singleplayer;Shooter;Multiplayer;Bullet Time;Psychological Horror;First-Person;Atmospheric;Co-op;Jump Scare;Classic;Sci-fi;Violent;Story Rich;Nudity;Sequel;Survival Horror,1,20,14.99,14.99,0.0,0,7280,1269,8549,0.8516,1,"500,000 .. 1,000,000",500000,1000000,750000,0,0,0,41
24720,SPORE Galactic Adventures,EA - Maxis,Electronic Arts,"Action, Simulation",Simulation;Action;Space;Adventure;Exploration;Open World;Sandbox;Singleplayer;Strategy;Sci-fi;God Game;Multiplayer;Funny;RPG;Comedy;Crafting;Character Customization;Level Editor;Atmospheric;Casual,2,20,19.99,19.99,0.0,0,6439,791,7230,0.8906,1,"500,000 .. 1,000,000",500000,1000000,750000,0,0,0,136
17500,Zombie Panic! Source,Zombie Panic! Team,Zombie Panic! Team,"Action, Adventure, Casual, Indie, Free To Play",Free to Play;Zombies;Multiplayer;Action;Survival;Horror;Mod;FPS;Indie;Co-op;Online Co-Op;First-Person;Shooter;Adventure;Team-Based;Survival Horror;Gore;Casual;Atmospheric;Dark,5,20,0.0,0.0,0.0,1,6541,1185,7726,0.8466,1,"500,000 .. 1,000,000",500000,1000000,750000,0,0,0,13
21000,LEGO Batman: The Videogame,Traveller's Tales,Warner Bros. Interactive Entertainment,"Action, Adventure",LEGO;Action;Adventure;Local Co-Op;Superhero;Co-op;Family Friendly;Singleplayer;Comedy;Multiplayer;Comic Book;Funny;Local Multiplayer;Third Person;Controller;Classic;Split Screen;Character Customization;Puzzle;Open World,2,20,19.99,19.99,0.0,0,11083,1296,12379,0.8953,1,"500,000 .. 1,000,000",500000,1000000,750000,0,0,0,118
537800,Bomber Crew,Runner Duck,Curve Games,"Simulation, Strategy",World War II;Simulation;Strategy;Management;Flight;Singleplayer;War;Indie;Difficult;Survival;Action;Military;Casual;Rogue-like;Cartoony;Perma Death;3D;Rogue-lite;Cute;Atmospheric,2,20,15.99,15.99,0.0,0,12925,1812,14737,0.877,1,"500,000 .. 1,000,000",500000,1000000,750000,0,0,0,60
546050,Puyo PuyoTetris,"Sonic Team, Bitbaboon",SEGA,"Action, Casual",Puzzle;Casual;Competitive;Multiplayer;Action;Cute;Anime;Colorful;Local Multiplayer;Arcade;Great Soundtrack;2D;Classic;4 Player Local;Difficult;Female Protagonist;Funny;Singleplayer;Fighting;Comedy,2,20,19.99,19.99,0.0,0,4654,865,5519,0.8433,1,"500,000 .. 1,000,000",500000,1000000,750000,0,0,0,32
115800,Owlboy,D-Pad Studio,D-Pad Studio,"Action, Adventure, Indie",Pixel Graphics;Adventure;Indie;Platformer;Metroidvania;2D;Story Rich;Atmospheric;Fantasy;Action;Puzzle-Platformer;Singleplayer;Retro;Action-Adventure;Flight;Funny;Cute;2D Platformer;Great Soundtrack;Pirates,3,20,19.99,19.99,0.0,0,4918,956,5874,0.8372,1,"500,000 .. 1,000,000",500000,1000000,750000,0,0,0,7
564710,Soda Dungeon,"AN Productions, Poxpower",Armor Games Studios,"Casual, RPG, Free To Play",Free to Play;RPG;Pixel Graphics;Casual;2D;Clicker;Turn-Based;Dungeon Crawler;Singleplayer;Adventure;Fantasy;Strategy;Indie;Action;Comedy;Turn-Based Combat;Great Soundtrack;Idler;Multiplayer;Point & Click,3,20,0.0,0.0,0.0,1,5814,350,6164,0.9432,1,"500,000 .. 1,000,000",500000,1000000,750000,0,0,0,72
405310,LEGO MARVEL's Avengers,"Traveller's Tales, TT Games, Feral Interactive (Mac)","Warner Bros. Interactive Entertainment, Feral Interactive (Mac)","Action, Adventure",LEGO;Open World;Superhero;Adventure;Action;Multiplayer;Local Co-Op;Comedy;Funny;Co-op;Third Person;Singleplayer;Family Friendly;Local Multiplayer;Split Screen;Comic Book;Online Co-Op;Puzzle;Atmospheric;Casual,2,20,19.99,19.99,0.0,0,6950,940,7890,0.8809,1,"500,000 .. 1,000,000",500000,1000000,750000,0,0,0,97
641320,Cooking Simulator,Big Cheese Studio,Big Cheese Studio,"Casual, Simulation",Simulation;Cooking;Singleplayer;Realistic;Sandbox;Funny;Physics;First-Person;Family Friendly;Management;Co-op;Relaxing;Crafting;Comedy;Resource Management;Replay Value;Economy;Action;Memes;Female Protagonist,2,20,4.99,19.99,75.0,0,15767,2840,18607,0.8474,1,"500,000 .. 1,000,000",500000,1000000,750000,0,0,0,74
1013320,Firestone: Online Idle RPG,Holyday Studios,Holyday Studios,"Action, Adventure, Casual, Indie, Massively Multiplayer, RPG, Simulation, Strategy, Free To Play",Idler;Clicker;RPG;Free to Play;Action;Simulation;Auto Battler;Co-op;MMORPG;Violent;Multiplayer;Massively Multiplayer;Time Management;Online Co-Op;2D;PvE;Team-Based;Indie;PvP;Gore,9,20,0.0,0.0,0.0,1,4891,1401,6292,0.7773,1,"500,000 .. 1,000,000",500000,1000000,750000,0,0,0,1785
1647160,Deepest Sword,Cosmic Adventure Squad,Cosmic Adventure Squad,Indie,Pixel Graphics;2D Platformer;Side Scroller;Puzzle-Platformer;Platformer;2D;Free to Play;Precision Platformer;Dragons;Puzzle;Sexual Content;Fantasy;Funny;Medieval;Swordplay;Singleplayer;Linear;Indie;Physics;Action,1,20,0.0,0.0,0.0,1,9064,1360,10424,0.8695,1,"500,000 .. 1,000,000",500000,1000000,750000,0,0,0,15
1102190,Monster Train,Shiny Shoe,Good Shepherd Entertainment,Strategy,Card Battler;Rogue-lite;Card Game;Turn-Based Tactics;Deckbuilding;Rogue-like;Turn-Based Strategy;PvP;Strategy;Difficult;Roguelike Deckbuilder;Turn-Based Combat;RPG;Choices Matter;Procedural Generation;Colorful;Fantasy;Demons;Magic;Trains,1,20,24.99,24.99,0.0,0,20995,873,21868,0.9601,1,"500,000 .. 1,000,000",500000,1000000,750000,0,0,0,595
895400,Deadside,Bad Pixel,"Bad Pixel, tinyBuild","Action, Adventure, Indie, Massively Multiplayer",Survival;Open World Survival Craft;FPS;Post-apocalyptic;PvP;Open World;Multiplayer;Third-Person Shooter;Base-Building;Shooter;First-Person;Co-op;Realistic;Action;Crafting;Adventure;Massively Multiplayer;Online Co-Op;Third Person;Looter Shooter,4,20,24.99,24.99,0.0,0,29504,9077,38581,0.7647,1,"500,000 .. 1,000,000",500000,1000000,750000,0,0,0,698
506610,Five Nights at Freddy's: Sister Location,Scott Cawthon,Scott Cawthon,"Action, Indie, Simulation",Horror;Survival Horror;Singleplayer;Robots;First-Person;Dark;Difficult;Survival;Strategy;Indie;Story Rich;Mystery;Psychological Horror;Atmospheric;Simulation;Lore-Rich;Memes;Funny;Adventure;Gore,3,20,7.99,7.99,0.0,0,10566,1099,11665,0.9058,1,"500,000 .. 1,000,000",500000,1000000,750000,0,0,0,30
218640,Lucius,Shiver Games,Shiver Games,"Action, Adventure, Indie",Horror;Adventure;Villain Protagonist;Gore;Nudity;Singleplayer;Puzzle;Indie;Third Person;Action;Stealth;Dark;Psychological Horror;Mature;Atmospheric;Violent;Story Rich;Difficult;Funny;Open World,3,20,9.99,9.99,0.0,0,8528,1987,10515,0.811,1,"500,000 .. 1,000,000",500000,1000000,750000,0,0,0,20
332570,Amazing Frog?,Fayju,Fayju,"Action, Adventure, Indie, Early Access",Early Access;4 Player Local;Open World;Split Screen;Physics;Action-Adventure;Sandbox;Indie;Controller;Character Customization;Singleplayer;Local Co-Op;Adventure;Funny;Exploration;Party;Parkour;Driving;Choose Your Own Adventure;Action,4,20,19.99,19.99,0.0,0,10189,648,10837,0.9402,1,"500,000 .. 1,000,000",500000,1000000,750000,0,0,0,65
384300,CPUCores :: Maximize Your FPS,Smorb Software,Smorb Software,"Design & Illustration, Utilities",Utilities;Software;Gaming;Hardware;FPS;Mod;Singleplayer;Design & Illustration;Indie;Mouse only;Action,2,11,16.99,16.99,0.0,0,8507,3404,11911,0.7142,1,"500,000 .. 1,000,000",500000,1000000,750000,0,0,0,98
22100,Mount & Blade,TaleWorlds Entertainment,TaleWorlds Entertainment,"Indie, RPG",RPG;Medieval;Open World;Strategy;Sandbox;Action;Singleplayer;Adventure;Third Person;Multiplayer;Indie;Moddable;Historical;Action RPG;Character Customization;First-Person;Simulation;Replay Value;Fantasy;War,2,20,9.99,9.99,0.0,0,5934,498,6432,0.9226,1,"500,000 .. 1,000,000",500000,1000000,750000,0,0,0,51
221680,Rocksmith 2014 Edition REMASTERED LEARN & PLAY,"Ubisoft - San Francisco, Ubisoft - Osaka",Ubisoft,"Casual, Simulation",Music;Education;Simulation;Rhythm;Great Soundtrack;Casual;Local Co-Op;Singleplayer;Rock Music;Difficult;Moddable;Co-op;Addictive;Multiplayer,2,14,9.99,9.99,0.0,0,21217,2633,23850,0.8896,1,"500,000 .. 1,000,000",500000,1000000,750000,0,0,0,683
694280,Zombie Army 4: Dead War,Rebellion,Rebellion,Action,Zombies;Action;Shooter;Multiplayer;Co-op;Third-Person Shooter;Singleplayer;Third Person;Gore;Adventure;Horror;Sniper;PvE;Violent;World War II;Alternate History;Combat;Dark;Demons;Open World,1,20,49.99,49.99,0.0,0,7974,1299,9273,0.8599,1,"500,000 .. 1,000,000",500000,1000000,750000,0,0,0,431
396750,EVERSPACE,ROCKFISH Games,ROCKFISH Games,"Action, Indie",Space;Action Roguelike;Action;Indie;Sci-fi;Space Sim;Rogue-lite;Singleplayer;Flight;Shooter;VR;Rogue-like;6DOF;Exploration;Survival;Difficult;Arcade;Great Soundtrack;Simulation;First-Person,2,20,19.99,19.99,0.0,0,8668,2352,11020,0.7866,1,"500,000 .. 1,000,000",500000,1000000,750000,0,0,0,44
493540,Figment,Bedtime Digital Games,Bedtime Digital Games,"Action, Adventure, Casual, Indie",Adventure;Indie;Puzzle;Action;Hand-drawn;Great Soundtrack;Singleplayer;Surreal;Isometric;Atmospheric;Colorful;Cute;Funny;Controller;Story Rich;Music;Casual;Exploration;Action-Adventure;Multiplayer,4,20,3.99,19.99,80.0,0,4610,674,5284,0.8724,1,"500,000 .. 1,000,000",500000,1000000,750000,0,0,0,4
320240,We Happy Few,Compulsion Games,Compulsion Games,"Action, Adventure, Indie",Adventure;Open World;Action;Survival;Dystopian;First-Person;Indie;Psychological Horror;Horror;Singleplayer;Atmospheric;Stealth;Exploration;Dark;Crafting;Survival Horror;Mature;Procedural Generation;Story Rich;Early Access,3,20,59.99,59.99,0.0,0,10225,3102,13327,0.7672,1,"500,000 .. 1,000,000",500000,1000000,750000,0,0,0,57
1911390,Knightfall: A Daring Journey,Landfall,Landfall,"Action, Indie, Racing, Free To Play",Indie;Racing;Online Co-Op;Horses;Battle Royale;Medieval;Romance;Funny;Shooter;Action;PvP;Team-Based;Adventure;Co-op;First-Person;Multiplayer;Combat;Dating Sim;Singleplayer;3D,4,20,0.0,0.0,0.0,1,6909,828,7737,0.893,1,"500,000 .. 1,000,000",500000,1000000,750000,0,0,0,8
1372280,MELTY BLOOD: TYPE LUMINA,"FRENCH-BREAD, TYPE-MOON, Lasengle Inc., TAMSOFT CORPORATION, GameLoop Inc.",Lasengle Inc.,Action,Fighting;2D Fighter;Anime;Pixel Graphics;Vampire;Arcade;Multiplayer;Competitive;PvP;Story Rich;Spectacle fighter;Lore-Rich;e-sports;Action;Controller;2D;Modern;Visual Novel;Singleplayer;Tutorial,1,20,49.99,49.99,0.0,0,8484,1118,9602,0.8836,1,"500,000 .. 1,000,000",500000,1000000,750000,0,0,0,42
412830,STEINS;GATE,MAGES. Inc.,"Spike Chunsoft Co., Ltd.",Adventure,Visual Novel;Story Rich;Anime;Time Travel;Sci-fi;Great Soundtrack;Multiple Endings;Choices Matter;Singleplayer;Science;Adventure;Atmospheric;Romance;Mystery;Psychological Horror;Thriller;Memes;Dating Sim;Horror;Casual,1,20,29.99,29.99,0.0,0,20531,547,21078,0.974,1,"500,000 .. 1,000,000",500000,1000000,750000,0,0,0,157
71340,Sonic Generations Collection,Devil's Details,SEGA,Action,Platformer;Great Soundtrack;Action;Fast-Paced;3D Platformer;Singleplayer;2D;Moddable;Adventure;Family Friendly;Classic;Colorful;Retro;Time Travel;3D;Controller;Third Person;Replay Value;3D Vision;Funny,1,20,51.79,51.79,0.0,0,23609,1623,25232,0.9357,1,"500,000 .. 1,000,000",500000,1000000,750000,0,0,0,35
402570,Atlas Reactor,Trion Worlds,Trion Worlds,"Free To Play, Strategy",Free to Play;Multiplayer;Strategy;Turn-Based Tactics;Turn-Based;PvP;Tactical;Online Co-Op;Turn-Based Combat;MOBA;Action;Competitive;Sci-fi;Turn-Based Strategy;Co-op;Funny;Shooter;Singleplayer;Early Access;Survival,2,20,0.0,0.0,0.0,1,4407,873,5280,0.8347,1,"500,000 .. 1,000,000",500000,1000000,750000,0,0,0,1
248390,Craft The World,"Dekovir Entertainment, Sibear Games",Dekovir Ltd,"Indie, RPG, Simulation, Strategy",Dwarf;Colony Sim;Crafting;Building;Sandbox;Survival;Open World;Strategy;Indie;Simulation;City Builder;RPG;2D;Multiplayer;Singleplayer;Resource Management;Fantasy;Adventure;God Game;Tower Defense,4,20,18.99,18.99,0.0,0,14118,1834,15952,0.885,1,"500,000 .. 1,000,000",500000,1000000,750000,0,0,0,303
239070,Hammerwatch,Crackshell,Team17,"Action, Adventure, Indie, RPG",Dungeon Crawler;Indie;RPG;Co-op;Pixel Graphics;Action;Local Co-Op;Online Co-Op;Adventure;Hack and Slash;Retro;Fantasy;Multiplayer;2D;Top-Down;4 Player Local;Local Multiplayer;Singleplayer;Rogue-like;Level Editor,4,20,9.99,9.99,0.0,0,5754,681,6435,0.8942,1,"500,000 .. 1,000,000",500000,1000000,750000,0,0,0,5
1139980,Travellers Rest,Isolated Games,"Isolated Games, IndieArk","Adventure, Casual, Indie, RPG, Simulation, Early Access",Life Sim;Pixel Graphics;Management;Farming Sim;RPG;Medieval;Crafting;Immersive Sim;Building;Collectathon;Fantasy;Resource Management;Singleplayer;Colorful;Adventure;Indie;Isometric;Early Access;Inventory Management;Simulation,6,20,13.49,17.99,25.0,0,12297,1603,13900,0.8847,1,"500,000 .. 1,000,000",500000,1000000,750000,0,0,0,990
2239150,Thronefall,"GrizzlyGames, Mythwright",Mythwright,"Action, Indie, Strategy",Tower Defense;Strategy;City Builder;Minimalist;Medieval;Action;Action RTS;Building;3D;Base-Building;Colorful;Isometric;Stylized;Fantasy;Combat;Singleplayer;Indie;Controller;Hack and Slash;Early Access,3,20,12.99,12.99,0.0,0,19846,698,20544,0.966,1,"500,000 .. 1,000,000",500000,1000000,750000,0,0,0,373
1241510,The Test,Randumb Studios,Randumb Studios,"Adventure, Casual, Indie, RPG, Simulation",Choose Your Own Adventure;Simulation;Multiple Endings;Story Rich;Pixel Graphics;Psychological Horror;Psychological;Singleplayer;Choices Matter;Horror;Visual Novel;Atmospheric;Mystery;Investigation;RPG;Detective;Casual;JRPG;Survival Horror;Immersive Sim,5,20,1.19,1.99,40.0,0,19334,620,19954,0.9689,1,"500,000 .. 1,000,000",500000,1000000,750000,0,0,0,3
